Pheno	ID	REF	ALT	A1	FIRTH.	TEST	OBS_CT	nCases	OR	LOG.OR._SE	L95	U95	Z_STAT	P	ERRCODE	mlog10P	FDR_BY
ST19_SEQUEL_INJURI_POISO_OTHER_CONSE_EXTER_CAUSES	KIR_2DL5	P	A	P	N	ADD	336732	7222	0.96432	0.0257762	0.916812	1.01429	-1.40952	0.158681	.	0.799475071286408	1
J10_LOWCHRON	KIR_2DS1	P	A	P	N	ADD	336732	62529	0.987003	0.00928215	0.969209	1.00512	-1.40937	0.158726	.	0.799351928118069	1
E4_THYROID	Bw4_3DL1	P	A	P	N	ADD	336732	51910	1.06385	0.0439223	0.976101	1.15949	1.40924	0.158764	.	0.7992479677389	1
CHILDHOOD_ALLERGY	KIR_2DS3	P	A	P	Y	ADD	336732	5817	1.05138	0.0355602	0.980598	1.12727	1.40899	0.158838	.	0.799045589968972	1
R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_FUNCTION_STUDI_WO_DIAGNOSIS	Bw4_3DL1	P	A	P	N	ADD	336732	21351	0.915244	0.0628942	0.809098	1.03532	-1.40815	0.159088	.	0.79836257792935	1
F5_UNSMENDIS	KIR_2DL3	P	A	P	Y	ADD	336732	15766	0.950986	0.0356913	0.886734	1.01989	-1.40808	0.159108	.	0.798307983342055	1
R18_SOMNOLENCE	KIR_2DS2	P	A	P	Y	ADD	336732	318	1.17109	0.112171	0.939965	1.45906	1.40802	0.159127	.	0.798256124840219	1
RX_D07AA	KIR_2DS5	P	A	P	Y	ADD	336732	4800	1.0469	0.0325583	0.982179	1.11588	1.40768	0.159225	.	0.797988742442301	1
ST19_INJURI_UNSPE_PART_TRUNK_LIMB_BODY_REGION	Bw4_3DL1	P	A	P	N	ADD	336732	2549	0.782121	0.174577	0.555487	1.10122	-1.40766	0.159232	.	0.797969649997332	1
N14_GLOMER_NEPHRITIS	KIR_2DL5	P	A	P	N	ADD	336732	2767	1.0606	0.0417956	0.977178	1.15114	1.40761	0.159248	.	0.797926013274672	1
CD2_BENIGN_MELANOCYTIC_NOS	KIR_2DS5	P	A	P	N	ADD	336732	2051	1.0718	0.049264	0.97315	1.18045	1.40749	0.159282	.	0.797833299794367	1
VWXY20_CONTACT_W_OTHER_HOT_FLUIDS	KIR_2DL1	P	A	P	Y	ADD	336732	758	0.716587	0.236854	0.450462	1.13993	-1.40701	0.159425	.	0.797443574340707	1
CD2_BENIGN_SKIN_EAR	KIR_2DL3	P	A	P	N	ADD	336732	962	0.836776	0.126691	0.652784	1.07263	-1.40657	0.159555	.	0.797089581703092	1
AB1_OTHER_SPIROCHAETAL	KIR_2DL3	P	A	P	N	ADD	336732	2221	0.885901	0.0861339	0.748287	1.04882	-1.40653	0.159567	.	0.79705692000139	1
H8_CHRON_SUPOTITIS_INCLAVO	KIR_2DL2	P	A	P	N	ADD	336732	2200	1.06439	0.0443643	0.975745	1.16108	1.40651	0.159572	.	0.79704331168395	1
K11_CARIES_2_ONLYAVO	KIR_2DS5	P	A	P	N	ADD	336732	28886	0.980187	0.0142349	0.953218	1.00792	-1.40585	0.159768	.	0.796510201336723	1
C3_EYE_BRAIN_NEURO	KIR_2DL1	P	A	P	N	ADD	336732	1083	1.48492	0.281375	0.855454	2.57757	1.40511	0.15999	.	0.795907161597461	1
VWXY20_CONTACT_W_OTHER_HOT_FLUIDS	KIR_2DP1	P	A	P	Y	ADD	336732	758	0.718148	0.235678	0.452485	1.13979	-1.4048	0.160081	.	0.795660211396299	1
KRA_PSY_CHILDEMOT	KIR_2DS5	P	A	P	Y	ADD	336732	1592	0.92093	0.0586506	0.820925	1.03312	-1.40443	0.16019	.	0.795364598616152	1
H8_EAR_MASTOID	KIR_2DS1	P	A	P	N	ADD	336732	78182	0.988039	0.00857037	0.971581	1.00478	-1.40405	0.160303	.	0.795058349939965	1
PDMED_PRAMIPEXOLE	KIR_2DL5	P	A	P	N	ADD	336732	5705	1.04162	0.0290554	0.983957	1.10266	1.40333	0.160517	.	0.794478965656495	1
CD2_BENIGN_PAROTID	KIR_2DL5	P	A	P	N	ADD	336732	2072	0.934453	0.0483101	0.850033	1.02726	-1.4033	0.160526	.	0.794454615956684	1
VWXY20_EVIDE_ALCOHOL_INVOLVM_DETERM_LEVEL_INTOX	KIR_2DL3	P	A	P	N	ADD	336732	298	0.74108	0.213592	0.48759	1.12636	-1.40289	0.16065	.	0.794119270112463	1
KRA_PSY_TIC	KIR_2DL5	P	A	P	N	ADD	336732	339	0.848782	0.116877	0.675011	1.06729	-1.40279	0.160681	.	0.794035474095392	1
F5_READING	KIR_2DL1	P	A	P	Y	ADD	336732	397	0.643179	0.314703	0.347101	1.19181	-1.40238	0.160802	.	0.793708553948499	1
R18_SOMNOLENCE	KIR_2DL2	P	A	P	Y	ADD	336732	318	1.1708	0.112481	0.939162	1.45958	1.40194	0.160933	.	0.793354892828178	1
CD2_NONFOLLICULAR_LYMPHOMA	KIR_2DS3	P	A	P	Y	ADD	336732	2424	0.930615	0.0512954	0.841603	1.02904	-1.40188	0.160952	.	0.793303622373415	1
C3_HEAD_AND_NECK	KIR_2DS5	P	A	P	N	ADD	336732	2241	0.934083	0.0486429	0.849142	1.02752	-1.40185	0.16096	.	0.793282036624167	1
BRUXISM	KIR_2DS1	P	A	P	Y	ADD	336732	492	0.87121	0.0984273	0.718359	1.05658	-1.40075	0.161288	.	0.792397943383821	1
F5_SCHIZO	KIR_2DL3	P	A	P	N	ADD	336732	12070	0.944524	0.0407647	0.871995	1.02309	-1.40009	0.161488	.	0.791859744090834	1
AB1_VIRAL_HEPATITIS	KIR_2DL2	P	A	P	Y	ADD	336732	2227	1.06591	0.0455946	0.974791	1.16555	1.39998	0.16152	.	0.791773694064417	1
VWXY20_INTENTI_SELF_H_UNSPE_MEANS	KIR_2DS3	P	A	P	Y	ADD	336732	326	1.20171	0.131329	0.928989	1.55448	1.39909	0.161785	.	0.791061746748551	1
G6_NERPLEX	KIR_2DS5	P	A	P	N	ADD	336732	43501	0.983872	0.0116225	0.961714	1.00654	-1.39894	0.161832	.	0.790935598611754	1
D3_IMMUNEMECHANISM	KIR_2DS2	P	A	P	N	ADD	336732	5507	0.961522	0.0280487	0.910089	1.01586	-1.39892	0.161838	.	0.790919497231387	1
KRA_PSY_MOTOR	KIR_3DS1	P	A	P	Y	ADD	336732	447	0.862281	0.105924	0.700625	1.06124	-1.39887	0.161853	.	0.790879246391955	1
CD2_BENIGN_SKIN_LOWERLIMB	KIR_2DL5	P	A	P	N	ADD	336732	655	1.12356	0.0832955	0.954325	1.32281	1.39869	0.161905	.	0.790739739023778	1
KRA_PSY_SUBSTANCE	KIR_2DL3	P	A	P	N	ADD	336732	22116	0.95948	0.0295733	0.905447	1.01674	-1.39869	0.161906	.	0.790737056628912	1
CD2_BENIGN_SIGMOID_COLON	KIR_2DS1	P	A	P	Y	ADD	336732	4680	1.04398	0.030773	0.982872	1.10888	1.39855	0.161948	.	0.790624411002536	1
E4_THYROID	C1_2DL2	P	A	P	N	ADD	336732	51910	0.966947	0.0240444	0.922436	1.01361	-1.3979	0.162144	.	0.790099117389423	1
K11_ORAL_LEUCOPLAC_RELAT	KIR_2DP1	P	A	P	N	ADD	336732	1378	0.766693	0.19006	0.528253	1.11276	-1.39781	0.162169	.	0.790032161318781	1
R18_SYMPTOMS_SIGNS_INVOLVI_SKIN_SUBCU_TISSUE	KIR_2DL5	P	A	P	N	ADD	336732	24449	1.02046	0.0144913	0.991886	1.04986	1.39779	0.162175	.	0.790016093397736	1
KRA_PSY_MENTALRET	KIR_2DS1	P	A	P	N	ADD	336732	1123	1.09251	0.0633184	0.965003	1.23686	1.39735	0.162309	.	0.789657397968172	1
M13_OSTEOCHONDRO	KIR_2DL5	P	A	P	N	ADD	336732	18181	0.97708	0.0166065	0.94579	1.00941	-1.39624	0.162642	.	0.788767293841099	1
C3_BRONCHUS_LUNG	Bw4_3DL1	P	A	P	N	ADD	336732	5932	0.849378	0.116938	0.675403	1.06817	-1.39605	0.1627	.	0.788612447063141	1
OPER_SFA	C1_2DL2	P	A	P	N	ADD	336732	3952	1.11705	0.0792975	0.956253	1.30488	1.39586	0.162758	.	0.788457655475796	1
J10_PLEURA	KIR_2DP1	P	A	P	N	ADD	336732	14255	1.10461	0.071316	0.960519	1.27032	1.39513	0.162976	.	0.787876345503916	1
CD2_BENIGN_MOUTH_PHARYNX	KIR_2DL1	P	A	P	N	ADD	336732	2906	1.25238	0.161308	0.912914	1.71807	1.39512	0.162979	.	0.787868351250441	1
PDMED_LEVODOPA_DECARBOXYLASEINHIBITOR	KIR_3DS1	P	A	P	N	ADD	336732	3064	0.946765	0.0392193	0.876716	1.02241	-1.39483	0.163067	.	0.787633918591641	1
ALLERGIC_CONTACT_DERMA_DRUGS_CONTACT_W_SKIN	KIR_2DP1	P	A	P	Y	ADD	336732	544	0.680107	0.276424	0.395626	1.16915	-1.39461	0.163132	.	0.787460839325933	1
C3_THYROID_GLAND	KIR_2DL5	P	A	P	Y	ADD	336732	1803	1.07481	0.0517705	0.971101	1.18959	1.39353	0.163458	.	0.786593819220459	1
DRUGADVERS_NEUTROPENIA	KIR_3DL1	P	A	P	Y	ADD	336732	1789	1.14823	0.0992197	0.945304	1.39471	1.39305	0.163603	.	0.78620873690247	1
C3_SQUOMOUS_CELL_CARCINOMA_SKIN	KIR_2DL5	P	A	P	N	ADD	336732	3112	1.05679	0.0396733	0.977728	1.14224	1.39222	0.163854	.	0.785542952165502	1
KRA_PSY_CODUCTEMOT	KIR_2DS5	P	A	P	Y	ADD	336732	745	0.889748	0.0839299	0.75479	1.04884	-1.39183	0.163973	.	0.785227657539883	1
PDMED_CABERGOLINE	KIR_2DL3	P	A	P	Y	ADD	336732	305	0.754978	0.201949	0.508201	1.12159	-1.39177	0.163992	.	0.785177337565707	1
Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_SPECIFIC_PROCED_HEALTH_CARE	KIR_2DL2	P	A	P	N	ADD	336732	55392	1.01367	0.00976614	0.994455	1.03326	1.39065	0.164332	.	0.784277859144207	1
CD2_BENIGN_DUODENUM	KIR_2DS1	P	A	P	Y	ADD	336732	595	1.12775	0.0864596	0.95196	1.336	1.39054	0.164365	.	0.784190655926953	1
C3_LIVER_INTRAHEPATIC_BILE_DUCTS	KIR_2DL5	P	A	P	N	ADD	336732	783	1.11622	0.0790804	0.955954	1.30336	1.39034	0.164425	.	0.784032149468706	1
K11_PARODON_DENTAL_OPER	KIR_3DS1	P	A	P	N	ADD	336732	29988	1.01853	0.0132043	0.992504	1.04523	1.39016	0.164479	.	0.783889543101903	1
OPER_SGA	KIR_2DL2	P	A	P	N	ADD	336732	1754	1.07159	0.0497456	0.972039	1.18133	1.38988	0.164564	.	0.783665164939882	1
ST19_INJURI_ANKLE_FOOT	KIR_3DS1	P	A	P	N	ADD	336732	26248	1.0196	0.0139644	0.99207	1.04789	1.38984	0.164577	.	0.783630858498159	1
ALCOLIVER	KIR_3DS1	P	A	P	N	ADD	336732	2561	1.06074	0.0424351	0.976083	1.15273	1.3895	0.164681	.	0.783356504480215	1
DRUGADVERS_NEUTROPENIA	KIR_2DS4	P	A	P	Y	ADD	336732	1789	1.14775	0.0992091	0.944934	1.39411	1.38905	0.164817	.	0.782997995154557	1
CD2_BENIGN_ASCENDING_COLON	KIR_3DS1	P	A	P	Y	ADD	336732	3065	0.947231	0.0390381	0.877458	1.02255	-1.38871	0.16492	.	0.782726673870679	1
J10_EXTERLUNG	KIR_2DL3	P	A	P	N	ADD	336732	3935	1.10525	0.0720738	0.95965	1.27295	1.38851	0.164982	.	0.782563435950357	1
OPER_BSSRO	KIR_2DL1	P	A	P	Y	ADD	336732	888	1.54715	0.314401	0.835437	2.86518	1.38808	0.165111	.	0.782223992272257	1
CD2_BENIGN_PARATHYROID	Bw4_3DL1	P	A	P	Y	ADD	336732	251	0.466193	0.549822	0.158692	1.36954	-1.38801	0.165135	.	0.782160869221053	1
K11_KELAUC	KIR_2DL5	P	A	P	N	ADD	336732	5689	1.04096	0.0289261	0.98359	1.10169	1.38794	0.165154	.	0.782110903311408	1
VWXY20_PEDES_INJURED_COLLIS_W_PEDAL_CYCLE	KIR_3DS1	P	A	P	Y	ADD	336732	837	1.10773	0.0737198	0.958705	1.27993	1.38791	0.165164	.	0.782084607773046	1
CD2_BENIGN_SALIVARY	KIR_2DS1	P	A	P	N	ADD	336732	2636	0.944293	0.0413028	0.870863	1.02391	-1.38778	0.165205	.	0.78197681270844	1
VWXY20_UNINT_CUT_PUNCTU_PERFORATION_HAEMORRHAGE_SURGI_MEDICAL_CARE	KIR_2DL1	P	A	P	N	ADD	336732	1993	1.32512	0.202849	0.890409	1.97206	1.38774	0.165216	.	0.781947896632871	1
KRA_PSY_ANYMENTAL	KIR_2DL5	P	A	P	N	ADD	336732	97037	1.01157	0.00828679	0.995268	1.02813	1.38764	0.165248	.	0.781863788085711	1
CD2_BENIGN_COLON_NOS	KIR_3DS1	P	A	P	N	ADD	336732	6527	1.0384	0.0271687	0.984551	1.09519	1.3869	0.165472	.	0.781275483908024	1
TUBERCULOSIS	KIR_2DS1	P	A	P	N	ADD	336732	1915	1.06925	0.0482867	0.972693	1.17538	1.38659	0.165567	.	0.781026220365581	1
K11_OPEN_BITE	KIR_2DL3	P	A	P	N	ADD	336732	1390	1.19009	0.125521	0.930544	1.52204	1.38647	0.165603	.	0.780931799968745	1
CD2_BENIGN_SKIN	KIR_3DS1	P	A	P	N	ADD	336732	11485	1.02879	0.0204694	0.988329	1.0709	1.38646	0.165608	.	0.780918687648142	1
K11_PULP_PERIAPICAL_INCLAVO	KIR_2DS3	P	A	P	N	ADD	336732	89524	1.01353	0.00969675	0.994453	1.03298	1.38628	0.165662	.	0.780777099806016	1
VWXY20_CRUSHED_PUSHED_STEPP_CROWD_HUMAN_STAMP	KIR_2DL3	P	A	P	N	ADD	336732	2079	0.88277	0.0899614	0.74007	1.05299	-1.38604	0.165735	.	0.780585767369743	1
K11_RETROG_MAXILLAE	Bw4_3DL1	P	A	P	Y	ADD	336732	471	0.59112	0.37955	0.280932	1.2438	-1.38516	0.166004	.	0.779881447158752	1
I9_IHD	KIR_3DS1	P	A	P	N	ADD	336732	56766	1.0155	0.0111076	0.993634	1.03785	1.38505	0.166038	.	0.779792506528131	1
CD2_BENIGN_CONNECTIVE_SOFT	KIR_2DS5	P	A	P	N	ADD	336732	2676	1.06172	0.0432429	0.975443	1.15563	1.38498	0.166059	.	0.779737581707177	1
CD2_BENIGN_PANCREAS	KIR_2DL2	P	A	P	Y	ADD	336732	535	1.12638	0.0859435	0.951768	1.33303	1.38477	0.166123	.	0.779570234607179	1
K11_APHTA_RECUR	KIR_2DS3	P	A	P	N	ADD	336732	1185	0.899571	0.0764413	0.774406	1.04497	-1.38455	0.16619	.	0.779395112173319	1
G6_NEURO	Bw4_3DL1	P	A	P	N	ADD	336732	134404	0.957832	0.0311181	0.901159	1.01807	-1.38449	0.166209	.	0.779345463436919	1
K11_MN_PROGN_AND_SURGRT_INCLAVO	Bw4_3DL1	P	A	P	Y	ADD	336732	249	0.437702	0.596893	0.135863	1.41012	-1.3842	0.166298	.	0.779112973836325	1
D3_IMMUNEMECHANISM	KIR_2DL2	P	A	P	N	ADD	336732	5507	0.96181	0.0281324	0.910213	1.01633	-1.3841	0.166329	.	0.779032023528755	1
J10_INTERSTITIUM	KIR_2DS3	P	A	P	Y	ADD	336732	4811	1.05117	0.0360569	0.979448	1.12815	1.38405	0.166343	.	0.77899547027059	1
VWXY20_FALL_LADDER	KIR_2DL1	P	A	P	N	ADD	336732	1859	1.33683	0.209816	0.886093	2.01684	1.38359	0.166484	.	0.778627498167294	1
ST19_INJURI_SHOUL_UPPER_ARM	Bw4_3DL1	P	A	P	N	ADD	336732	30869	0.930598	0.0519904	0.840442	1.03043	-1.38348	0.166518	.	0.778538813940557	1
ST19_POISO_DRUGS_MEDICAM_BIOLO_SUBST	KIR_2DL3	P	A	P	N	ADD	336732	8277	0.93725	0.0468572	0.855009	1.0274	-1.38304	0.166653	.	0.778186863991338	1
N14_RENFAIL	KIR_2DL3	P	A	P	N	ADD	336732	13366	1.0553	0.0389295	0.977778	1.13897	1.38269	0.16676	.	0.77790811354574	1
COPD_HOSPITAL_MAIN	KIR_2DL2	P	A	P	N	ADD	336732	11221	0.972436	0.0202167	0.934657	1.01174	-1.38258	0.166795	.	0.777816972313126	1
C3_LIVER_INTRAHEPATIC_BILE_DUCTS	KIR_2DS5	P	A	P	N	ADD	336732	783	1.11801	0.0806824	0.954482	1.30955	1.38256	0.166801	.	0.777801350022141	1
Q17_SEPTA_DEFEC	KIR_2DL2	P	A	P	N	ADD	336732	1746	0.932998	0.0501735	0.845616	1.02941	-1.38225	0.166896	.	0.777554071941155	1
VWXY20_EXPOS_OTHER_SPECIFE_ELECTRIC_CURRENT	KIR_2DS3	P	A	P	Y	ADD	336732	330	0.825108	0.139267	0.62801	1.08406	-1.38038	0.16747	.	0.776062979680018	1
MSMED_TERIFLUNOMIDE	KIR_2DS1	P	A	P	Y	ADD	336732	275	0.840753	0.125698	0.657164	1.07563	-1.37995	0.167603	.	0.77571821200774	1
CD2_BENIGN_MOUTH_NOS	C1_2DL2	P	A	P	N	ADD	336732	824	0.795544	0.165825	0.574796	1.10107	-1.37934	0.16779	.	0.775233925952089	1
C3_CLL	KIR_2DL1	P	A	P	Y	ADD	336732	675	0.696181	0.262591	0.416106	1.16477	-1.37913	0.167856	.	0.775063130315168	1
VWXY20_OTHER_UNSPE_DRUGS_MEDICAM	C1_2DL2	P	A	P	N	ADD	336732	2176	1.15661	0.105525	0.94051	1.42236	1.37874	0.167974	.	0.774757935716868	1
I9_K_CARDIAC	KIR_3DS1	P	A	P	N	ADD	336732	17767	1.02459	0.0176225	0.989809	1.0606	1.37872	0.16798	.	0.774742423075901	1
E4_GRAVES_STRICT	KIR_2DS2	P	A	P	N	ADD	336732	2671	0.945737	0.0404737	0.873613	1.02382	-1.37844	0.168067	.	0.774517552026496	1
P16_DISORD_RELATED_LENGTH_GESTATION_FETAL_GROWTH	KIR_2DS4	P	A	P	Y	ADD	336732	682	0.80995	0.152915	0.600201	1.093	-1.37843	0.16807	.	0.774509799928716	1
R18_SYMPTOMS_SIGNS_INVOLVI_COGNITION_PERCEP_EMOTIONAL_STATE_BEHVI	KIR_2DS4	P	A	P	N	ADD	336732	42871	1.03005	0.0214799	0.987586	1.07434	1.3784	0.168081	.	0.774481376753996	1
E4_HYTHY_AI_EXCL	KIR_2DS1	P	A	P	N	ADD	336732	10335	1.0294	0.0210205	0.987849	1.07269	1.37835	0.168094	.	0.774447788127432	1
ALCOPANCACU	C1_2DL2	P	A	P	Y	ADD	336732	879	1.24477	0.158879	0.911695	1.69952	1.37808	0.16818	.	0.77422565185607	1
PDMED_ROTIGOTINE	KIR_2DS3	P	A	P	Y	ADD	336732	224	1.23113	0.150913	0.915894	1.65486	1.37781	0.168261	.	0.774016534336423	1
K11_MAJOR_ANOMALI_JAW_SIZE	KIR_2DS3	P	A	P	Y	ADD	336732	712	1.13246	0.0902962	0.948774	1.35171	1.3776	0.168326	.	0.773848796772734	1
C3_BILIARY_GALLBLADDER	Bw4_3DL1	P	A	P	N	ADD	336732	1119	0.693358	0.265861	0.411771	1.16751	-1.37745	0.168375	.	0.773722391268958	1
P16_DISORD_RELATED_LENGTH_GESTATION_FETAL_GROWTH	KIR_3DL1	P	A	P	Y	ADD	336732	682	0.810145	0.152912	0.600349	1.09325	-1.37689	0.168546	.	0.773281549868261	1
VWXY20_EXPOS_UNSPE_FACTOR	KIR_2DS2	P	A	P	N	ADD	336732	38252	0.984644	0.0112396	0.96319	1.00658	-1.37685	0.168558	.	0.773250630426278	1
F5_SUBSTANCE	KIR_3DS1	P	A	P	N	ADD	336732	22857	0.979719	0.0148854	0.951548	1.00872	-1.3765	0.168667	.	0.772969879591221	1
CD2_BENIGN_OTHERDIGESTIVE	KIR_2DS2	P	A	P	N	ADD	336732	4751	1.04233	0.0301221	0.982577	1.10572	1.37645	0.168682	.	0.772931258357823	1
ST19_INJURI_UNSPE_PART_TRUNK_LIMB_BODY_REGION	KIR_2DL3	P	A	P	N	ADD	336732	2549	1.12967	0.0885962	0.949594	1.34389	1.37619	0.168764	.	0.77272018963443	1
AB1_VIRAL_HEPATITIS	KIR_2DS3	P	A	P	Y	ADD	336732	2227	1.07751	0.0542596	0.968802	1.19841	1.37582	0.168877	.	0.772429494616424	1
CD2_BENIGN_SKIN_SCALPNECK	KIR_2DS3	P	A	P	Y	ADD	336732	606	1.14645	0.0993489	0.943606	1.39291	1.37569	0.168916	.	0.772329211396408	1
OPER_BSSRO	KIR_2DL3	P	A	P	Y	ADD	336732	888	1.24	0.156387	0.912649	1.68476	1.37549	0.168979	.	0.772167264326004	1
CD2_BENIGN_THYROID	KIR_2DS3	P	A	P	Y	ADD	336732	802	1.12567	0.0860704	0.95093	1.33252	1.37538	0.169012	.	0.772082459003091	1
K11_ORAL_LEUCOPLACIA_INCLAVO	KIR_2DS5	P	A	P	Y	ADD	336732	641	1.12657	0.0866647	0.95058	1.33514	1.37515	0.169085	.	0.771894918163205	1
ST19_INJURI_UNSPE_PART_TRUNK_LIMB_BODY_REGION	KIR_2DP1	P	A	P	N	ADD	336732	2549	1.26834	0.172892	0.903797	1.77993	1.37491	0.169158	.	0.771707458273887	1
R18_SYMPTOMS_SIGNS_INVOLVI_COGNITION_PERCEP_EMOTIONAL_STATE_BEHVI	KIR_3DL1	P	A	P	N	ADD	336732	42871	1.02997	0.0214776	0.987511	1.07425	1.37484	0.169182	.	0.771645845295326	1
C3_MESTOTHEL_SOFTTISSUE	KIR_3DS1	P	A	P	N	ADD	336732	1058	0.911825	0.0671564	0.79937	1.0401	-1.3745	0.169286	.	0.771378956682285	1
VWXY20_CONTACT_W_HEAT_HOT_SUBST	KIR_2DS1	P	A	P	Y	ADD	336732	1385	0.925977	0.0559624	0.829784	1.03332	-1.37425	0.169365	.	0.771176333541101	1
Q17_CONGEN_MALFO_GENITAL_ORGANS	KIR_2DS3	P	A	P	N	ADD	336732	2911	1.06642	0.0467994	0.972953	1.16886	1.37406	0.169423	.	0.771027632405308	1
AB1_OTHER_BACTERIAL	KIR_2DS2	P	A	P	N	ADD	336732	41802	1.01516	0.0109536	0.9936	1.03719	1.37377	0.169514	.	0.770794428011554	1
MSMED_TERIFLUNOMIDE	KIR_2DP1	P	A	P	Y	ADD	336732	275	2.77948	0.74414	0.646472	11.9502	1.37375	0.169519	.	0.770781618211861	1
ST19_INJURI_ELBOW_FOREA	KIR_2DL3	P	A	P	N	ADD	336732	25395	0.962908	0.0275318	0.912325	1.0163	-1.37287	0.169793	.	0.770080218238346	1
Q17_CONGEN_MALFO_RESPI_SYSTEM	KIR_2DS2	P	A	P	N	ADD	336732	423	0.869657	0.101756	0.712415	1.0616	-1.37247	0.169917	.	0.769763168294878	1
CD2_LYMPHOID_LEUKAEMIA	KIR_2DS3	P	A	P	Y	ADD	336732	1426	0.910233	0.0685451	0.795805	1.04111	-1.37216	0.170013	.	0.769517869136986	1
CD2_INSITU_COLON	KIR_2DL1	P	A	P	Y	ADD	336732	308	2.6722	0.716337	0.656329	10.8797	1.37212	0.170026	.	0.769484662191503	1
K11_ORAL_LEUCOPLACIA	KIR_2DS1	P	A	P	Y	ADD	336732	415	0.870483	0.10112	0.713981	1.06129	-1.37171	0.170155	.	0.769155284649248	1
CD2_BENIGN_RECTUM_ANAL	KIR_2DS5	P	A	P	N	ADD	336732	5247	1.04384	0.0312863	0.981755	1.10985	1.37142	0.170244	.	0.768928185217287	1
R18_SYMPTOMS_SIGNS_INVOLVI_SKIN_SUBCU_TISSUE	KIR_2DL1	P	A	P	N	ADD	336732	24449	0.932518	0.0509568	0.843884	1.03046	-1.3711	0.170344	.	0.76867315891314	1
K11_MN_RETRGN	C1_2DL2	P	A	P	Y	ADD	336732	1866	0.856374	0.1131	0.686109	1.06889	-1.37089	0.170408	.	0.768510020635632	1
OPER_SGA	KIR_2DS2	P	A	P	N	ADD	336732	1754	1.07035	0.0496084	0.971183	1.17965	1.37054	0.17052	.	0.768224676024905	1
R18_ABNORMAL_FINDI_EXAMI_BLOOD_WO_DIAGNOSIS	KIR_2DS5	P	A	P	N	ADD	336732	14510	0.97389	0.0193055	0.937729	1.01145	-1.37043	0.170554	.	0.7681380906362	1
I9_ISCHHEART	KIR_2DL5	P	A	P	N	ADD	336732	56903	1.01539	0.0111485	0.993446	1.03782	1.3701	0.170655	.	0.767880982857957	1
K11_IBD_STRICT	KIR_2DS4	P	A	P	N	ADD	336732	7647	1.06814	0.048122	0.972002	1.17379	1.36984	0.170736	.	0.767674897438632	1
K11_IBD_STRICT	KIR_3DL1	P	A	P	N	ADD	336732	7647	1.06813	0.0481182	0.972003	1.17377	1.36983	0.170741	.	0.767662179320518	1
H8_EAR_MASTOID	Bw4_3DL1	P	A	P	N	ADD	336732	78182	1.05123	0.0364708	0.978707	1.12912	1.36982	0.170743	.	0.767657092177555	1
M13_ARTHTROSIS_COX_PRIM_ICD10	KIR_2DL3	P	A	P	N	ADD	336732	18262	1.04728	0.0337331	0.98028	1.11886	1.36954	0.170831	.	0.767433316859451	1
ST19_INJURI_ELBOW_FOREA	KIR_2DP1	P	A	P	N	ADD	336732	25395	0.933958	0.0499143	0.846915	1.02995	-1.36883	0.171052	.	0.766871843525771	1
K11_PERIODON_CHRON_INCLAVO	KIR_2DL2	P	A	P	N	ADD	336732	32240	1.01693	0.0122675	0.992774	1.04168	1.36883	0.171053	.	0.766869304571462	1
OPER_ARTIF_JOINT_MENISC_RESECT	KIR_2DS2	P	A	P	N	ADD	336732	34552	0.98388	0.0118774	0.961241	1.00705	-1.36823	0.171239	.	0.766397317019403	1
C3_LYMPHNODES_SECONDARY_NAS	KIR_2DL1	P	A	P	Y	ADD	336732	2229	0.812644	0.151678	0.603659	1.09398	-1.36778	0.171382	.	0.766034793329855	1
AB1_INTESTINAL_INFECTIONS	C1_2DL2	P	A	P	N	ADD	336732	38700	0.964672	0.0263	0.916206	1.0157	-1.36757	0.171448	.	0.765867576714275	1
CD2_BENIGN_LARYNX	KIR_2DL1	P	A	P	N	ADD	336732	827	0.720863	0.239433	0.450866	1.15255	-1.36701	0.171623	.	0.765424510754605	1
ALCOGASTRITIS	KIR_2DS4	P	A	P	Y	ADD	336732	388	1.35948	0.224657	0.875275	2.11155	1.36698	0.171631	.	0.765404267110797	1
C3_TONGUENAS	KIR_2DS1	P	A	P	Y	ADD	336732	323	0.858786	0.111375	0.69037	1.06829	-1.36688	0.171664	.	0.76532077205292	1
C3_HEART_MEDIASTINUM_PLEURA	KIR_2DL2	P	A	P	Y	ADD	336732	314	0.854682	0.114935	0.682294	1.07063	-1.36621	0.171874	.	0.764789815637271	1
ALCOGASTRITIS	KIR_3DL1	P	A	P	Y	ADD	336732	388	1.35893	0.224602	0.875013	2.11046	1.36551	0.172094	.	0.764234270940978	1
HYPOTE_DRUGS	KIR_2DL3	P	A	P	Y	ADD	336732	312	0.752421	0.208356	0.500159	1.13191	-1.36526	0.172172	.	0.764037475613133	1
VWXY20_PEDAL_CYCLIST_INJURED_NONCOL_TRANSPO_ACCIDENTS	KIR_2DS1	P	A	P	N	ADD	336732	3246	1.05347	0.0381633	0.977548	1.13529	1.36494	0.172273	.	0.76378278331724	1
C3_NSCLC_SQUAM	KIR_3DS1	P	A	P	Y	ADD	336732	1422	1.08179	0.0575989	0.966303	1.21107	1.36486	0.172297	.	0.763722284332519	1
HLP_C3_NSCLC_SQUAM	KIR_3DS1	P	A	P	Y	ADD	336732	1422	1.08179	0.0575989	0.966303	1.21107	1.36486	0.172297	.	0.763722284332519	1
